nature,date,heures,consommation,thermique,nucléaire,eolien,solaire,hydraulique,pompage,bioénergies,stockage_batterie,déstockage_batterie,eolien_terrestre,eolien_offshore,ech._physiques,flux_physiques_d'auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_bourgogne-franche-comté_vers_auvergne-rhône-alpes,flux_physiques_de_bretagne_vers_auvergne-rhône-alpes,flux_physiques_de_centre-val_de_loire_vers_auvergne-rhône-alpes,flux_physiques_de_grand-est_vers_auvergne-rhône-alpes,flux_physiques_de_hauts-de-france_vers_auvergne-rhône-alpes,flux_physiques_d'ile-de-france_vers_auvergne-rhône-alpes,flux_physiques_de_normandie_vers_auvergne-rhône-alpes,flux_physiques_de_nouvelle-aquitaine_vers_auvergne-rhône-alpes,flux_physiques_d'occitanie_vers_auvergne-rhône-alpes,flux_physiques_de_pays-de-la-loire_vers_auvergne-rhône-alpes,flux_physiques_de_paca_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_bourgogne-franche-comté,flux_physiques_de_auvergne-rhône-alpes_vers_bretagne,flux_physiques_de_auvergne-rhône-alpes_vers_centre-val_de_loire,flux_physiques_de_auvergne-rhône-alpes_vers_grand-est,flux_physiques_de_auvergne-rhône-alpes_vers_hauts-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_ile-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_normandie,flux_physiques_de_auvergne-rhône-alpes_vers_nouvelle-aquitaine,flux_physiques_de_auvergne-rhône-alpes_vers_occitanie,flux_physiques_de_auvergne-rhône-alpes_vers_pays-de-la-loire,flux_physiques_de_auvergne-rhône-alpes_vers_paca,flux_physiques_allemagne_vers_auvergne-rhône-alpes,flux_physiques_belgique_vers_auvergne-rhône-alpes,flux_physiques_espagne_vers_auvergne-rhône-alpes,flux_physiques_italie_vers_auvergne-rhône-alpes,flux_physiques_luxembourg_vers_auvergne-rhône-alpes,flux_physiques_royaume-uni_vers_auvergne-rhône-alpes,flux_physiques_suisse_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_allemagne,flux_physiques_de_auvergne-rhône-alpes_vers_belgique,flux_physiques_de_auvergne-rhône-alpes_vers_espagne,flux_physiques_de_auvergne-rhône-alpes_vers_italie,flux_physiques_de_auvergne-rhône-alpes_vers_luxembourg,flux_physiques_de_auvergne-rhône-alpes_vers_royaume-uni,flux_physiques_de_auvergne-rhône-alpes_vers_suisse,tco_thermique_(%),tch_thermique_(%),tco_nucléaire_(%),tch_nucléaire_(%),tco_eolien_(%),tch_eolien_(%),tco_solaire_(%),tch_solaire_(%),tco_hydraulique_(%),tch_hydraulique_(%),tco_bioénergies_(%),tch_bioénergies_(%)
Données définitives,2023-02-26,03:30:00,7373.0,147.0,12151.0,444.0,0.0,1594.0,-1934.0,106.0,0.0,0.0,0.0,0.0,-5134.0,,,,,,,,,,,,,,206.0,,142.0,,,,,37.0,5663.0,,617.0,,,,,,,,,,,1250.0,,,265.0,1.99,15.02,164.8,89.54,6.02,61.41,0.0,0.0,21.62,13.98,1.44,55.5
Données définitives,2022-05-22,11:30:00,5946.0,13.0,7010.0,0.0,866.0,2277.0,-1143.0,121.0,0.0,0.0,0.0,0.0,-3196.0,,,,,,,,,,,,,,226.0,,82.0,,,,,35.0,3048.0,,200.0,,,,,,,,,,,1210.0,,,464.0,0.22,1.24,117.89,51.66,0.0,0.0,14.56,55.02,38.29,20.25,2.03,55.76
Données temps réel,2025-05-01,11:30:00,5643.0,27.0,6573.0,108.0,1945.0,1671.0,-1385.0,59.0,0,2,,,-3358.0,,237,,0,,,,,14,320,,204,,-1580,,-516,,,,,-100,-2651,,-14,,,,835,,,655,,,,0,,,-148,0.48,2.7,116.48,48.44,1.91,14.57,34.47,87.1,29.61,14.66,1.05,31.22
Données définitives,2023-10-12,06:30:00,5755.0,10.0,8761.0,109.0,0.0,1436.0,-13.0,109.0,0.0,0.0,0.0,0.0,-4658.0,,,,,,,,,,,,,,362.0,,2.0,,,,,11.0,2827.0,,271.0,,,,,,,,,,,3000.0,,,1005.0,0.17,1.0,152.23,64.56,1.89,15.06,0.0,0.0,24.95,12.59,1.89,57.98
Données définitives,2021-07-16,05:30:00,5465.0,49.0,9235.0,192.0,0.0,3433.0,-1488.0,123.0,0,0,0,0,-6079.0,,745,,633,,,,,170,145,,47,,731,,0,,,,,121,3796,,366,,,,0,,,11,,,,2295,,,520,0.9,4.54,168.98,68.05,3.51,29.0,0.0,0.0,62.82,29.13,2.25,65.78
Données temps réel,2025-08-04,12:00:00,6386.0,19.0,7526.0,55.0,1912.0,959.0,-2.0,81.0,0,0,,,-4163.0,,1486,,519,,,,,44,295,,120,,-722,,0,,,,,-11,-1851,,-55,,,,0,,,0,,,,-1933,,,-1519,0.3,1.93,117.85,55.46,0.86,7.51,29.94,57.94,15.02,8.38,1.27,40.3
Données temps réel,2025-08-31,11:30:00,5807.0,19.0,6910.0,34.0,1268.0,1611.0,-1850.0,80.0,0,0,,,-2265.0,,288,,129,,,,,12,408,,232,,-545,,0,,,,,-127,-1433,,-10,,,,594,,,64,,,,-1287,,,-205,0.33,1.93,118.99,50.92,0.59,4.64,21.84,38.42,27.74,14.07,1.38,39.8
Données définitives,2021-01-22,11:00:00,9427.0,687.0,10498.0,342.0,61.0,5188.0,-3.0,106.0,0,0,0,0,-7452.0,,66,,148,,,,,86,540,,94,,1503,,1,,,,,205,4019,,146,,,,0,,,583,,,,2676,,,419,7.29,63.79,111.36,77.36,3.63,61.18,0.65,5.13,55.03,43.99,1.12,56.68
Données définitives,2021-01-11,18:00:00,11468.0,705.0,10797.0,167.0,0.0,6540.0,-3.0,108.0,0,0,0,0,-6847.0,,695,,332,,,,,296,277,,125,,689,,228,,,,,208,7100,,514,,,,0,,,1190,,,,763,,,259,6.15,65.46,94.15,79.57,1.46,29.87,0.0,0.0,57.03,55.45,0.94,57.75
Données définitives,2023-06-02,00:00:00,6224.0,16.0,7404.0,29.0,0.0,4285.0,-13.0,125.0,0.0,0.0,0.0,0.0,-5621.0,,,,,,,,,,,,,,388.0,,0.0,,,,,27.0,4592.0,,566.0,,,,,,,,,,,2156.0,,,241.0,0.26,1.63,118.96,54.56,0.47,4.01,0.0,0.0,68.85,37.58,2.01,65.45
Données définitives,2022-04-02,10:30:00,9404.0,434.0,9870.0,504.0,136.0,2331.0,-3.0,126.0,0.0,0.0,0.0,0.0,-3995.0,,,,,,,,,,,,,,1239.0,,413.0,,,,,208.0,3617.0,,358.0,,,,,,,,,,,0.0,,,190.0,4.62,41.29,104.96,72.73,5.36,70.49,1.45,8.64,24.79,20.73,1.34,58.06
Données temps réel,2025-04-15,07:30:00,6591.0,25.0,11261.0,112.0,55.0,3083.0,-3.0,61.0,0,0,,,-8003.0,,45,,102,,,,,12,488,,295,,-1672,,-42,,,,,-31,-2486,,-21,,,,0,,,140,,,,-3072,,,-1065,0.38,2.5,170.85,82.98,1.7,15.11,0.83,2.46,46.78,27.04,0.93,32.28
Données définitives,2021-08-03,23:30:00,5848.0,5.0,9476.0,72.0,0.0,4049.0,-13.0,125.0,0,0,0,0,-7866.0,,215,,299,,,,,128,102,,60,,1331,,426,,,,,57,5895,,583,,,,0,,,826,,,,1131,,,74,0.09,0.46,162.04,69.83,1.23,10.5,0.0,0.0,69.24,34.31,2.14,66.49
Données définitives,2023-06-24,08:30:00,5228.0,9.0,8572.0,291.0,483.0,3993.0,-576.0,129.0,0.0,0.0,0.0,0.0,-7674.0,,,,,,,,,,,,,,2168.0,,8.0,,,,,57.0,2782.0,,107.0,,,,,,,,,,,2177.0,,,1284.0,0.17,0.92,163.96,63.17,5.57,40.25,9.24,26.51,76.38,35.02,2.47,67.54
Données consolidées,2024-06-18,12:00:00,7249.0,11.0,9416.0,237.0,1464.0,4096.0,-406.0,104.0,0.0,0.0,0.0,0.0,-7673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.1,129.89,69.39,3.27,31.98,20.2,65.56,56.5,35.93,1.43,55.03
Données consolidées,2024-01-05,18:30:00,8941.0,562.0,10464.0,171.0,0.0,6369.0,-13.0,122.0,0.0,0.0,0.0,0.0,-8735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,56.14,117.03,77.11,1.91,23.08,0.0,0.0,71.23,55.86,1.36,64.55
Données consolidées,2024-09-03,21:00:00,6707.0,396.0,6751.0,29.0,0.0,3478.0,-13.0,118.0,0.0,0.0,0.0,0.0,-4053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,39.56,100.66,49.75,0.43,3.91,0.0,0.0,51.86,30.51,1.76,62.43
Données consolidées,2024-09-22,20:00:00,6274.0,10.0,7432.0,123.0,0.0,4404.0,-13.0,116.0,0.0,0.0,0.0,0.0,-5799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,1.0,118.46,54.77,1.96,16.6,0.0,0.0,70.19,38.63,1.85,61.38
Données consolidées,2024-10-17,02:00:00,5635.0,8.0,7280.0,256.0,0.0,3133.0,-1614.0,114.0,0.0,0.0,0.0,0.0,-3542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.8,129.19,53.65,4.54,34.55,0.0,0.0,55.6,27.48,2.02,60.32
Données définitives,2021-06-19,19:00:00,6251.0,343.0,7828.0,393.0,130.0,4414.0,-15.0,105.0,0,0,0,0,-6948.0,,113,,200,,,,,21,178,,231,,1708,,84,,,,,13,3253,,186,,,,0,,,483,,,,2681,,,248,5.49,31.79,125.23,57.69,6.29,59.37,2.08,10.09,70.61,37.45,1.68,56.15
Données définitives,2022-10-19,21:30:00,6295.0,423.0,6121.0,243.0,0.0,1869.0,-13.0,112.0,0.0,0.0,0.0,0.0,-2460.0,,,,,,,,,,,,,,155.0,,0.0,,,,,19.0,2155.0,,259.0,,,,,,,,,,,1693.0,,,1032.0,6.72,39.64,97.24,45.11,3.86,35.47,0.0,0.0,29.69,16.3,1.78,58.95
Données définitives,2022-02-24,18:30:00,9003.0,231.0,10552.0,160.0,0.0,4288.0,-8.0,136.0,0.0,0.0,0.0,0.0,-6356.0,,,,,,,,,,,,,,104.0,,24.0,,,,,177.0,6138.0,,925.0,,,,,,,,,,,1974.0,,,549.0,2.57,21.73,117.21,77.76,1.78,23.36,0.0,0.0,47.63,37.44,1.51,71.2
Données définitives,2023-07-01,04:00:00,4733.0,13.0,6991.0,217.0,0.0,3659.0,-828.0,131.0,0.0,0.0,0.0,0.0,-5450.0,,,,,,,,,,,,,,742.0,,0.0,,,,,9.0,3284.0,,267.0,,,,,,,,,,,2438.0,,,1264.0,0.27,1.33,147.71,51.52,4.58,30.01,0.0,0.0,77.31,32.09,2.77,68.59
Données définitives,2021-08-13,23:30:00,6010.0,5.0,7785.0,27.0,0.0,4208.0,-23.0,121.0,0,0,0,0,-6112.0,,935,,477,,,,,176,106,,182,,437,,454,,,,,14,6604,,836,,,,195,,,915,,,,710,,,43,0.08,0.46,129.53,57.37,0.45,3.94,0.0,0.0,70.02,35.66,2.01,64.36
Données définitives,2022-01-12,05:00:00,9838.0,295.0,12640.0,264.0,0.0,2630.0,-1918.0,112.0,0.0,0.0,0.0,0.0,-4186.0,,,,,,,,,,,,,,416.0,,0.0,,,,,51.0,4159.0,,499.0,,,,,,,,,,,1461.0,,,1220.0,3.0,27.75,128.48,93.15,2.68,38.54,0.0,0.0,26.73,22.97,1.14,58.64
Données consolidées,2024-01-27,08:00:00,7131.0,131.0,9799.0,181.0,0.0,4445.0,-13.0,124.0,0.0,0.0,0.0,0.0,-7536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,13.09,137.41,72.21,2.54,24.43,0.0,0.0,62.33,38.99,1.74,65.61
Données définitives,2023-04-18,21:30:00,7146.0,391.0,11048.0,71.0,0.0,3782.0,-13.0,87.0,0.0,0.0,0.0,0.0,-8220.0,,,,,,,,,,,,,,518.0,,126.0,,,,,183.0,6494.0,,240.0,,,,,,,,,,,2052.0,,,553.0,5.47,39.94,154.6,81.41,0.99,9.82,0.0,0.0,52.92,33.17,1.22,45.55
Données temps réel,2025-02-07,07:30:00,9920.0,562.0,9756.0,418.0,16.0,4392.0,0.0,58.0,0,0,,,-5284.0,,1488,,1115,,,,,114,341,,98,,-413,,0,,,,,-125,-3602,,-228,,,,0,,,227,,,,-2432,,,-970,5.67,56.14,98.35,71.89,4.21,56.41,0.16,0.72,44.27,38.52,0.58,30.69
Données définitives,2021-10-02,22:00:00,5566.0,11.0,9464.0,549.0,0.0,1052.0,-568.0,110.0,0,0,0,0,-5051.0,,2704,,445,,,,,137,144,,52,,19,,0,,,,,8,4627,,534,,,,0,,,3,,,,2347,,,1001,0.2,1.01,170.03,69.74,9.86,77.0,0.0,0.0,18.9,9.19,1.98,57.89
Données temps réel,2025-06-14,09:30:00,5559.0,27.0,7915.0,47.0,1011.0,2874.0,-1152.0,80.0,-6,0,,,-5238.0,,732,,619,,,,,47,146,,290,,-647,,0,,,,,-10,-2030,,-49,,,,0,,,88,,,,-3097,,,-710,0.49,2.74,142.38,58.33,0.85,6.42,18.19,30.64,51.7,25.1,1.44,39.8
Données définitives,2022-09-01,13:00:00,7671.0,402.0,6974.0,35.0,1257.0,1445.0,-17.0,126.0,0.0,0.0,0.0,0.0,-2552.0,,,,,,,,,,,,,,225.0,,113.0,,,,,44.0,2917.0,,330.0,,,,,,,,,,,907.0,,,239.0,5.24,37.68,90.91,51.39,0.46,5.11,16.39,79.91,18.84,12.61,1.64,66.32
Données définitives,2022-02-19,14:00:00,8070.0,202.0,10475.0,213.0,769.0,2732.0,-1148.0,117.0,0.0,0.0,0.0,0.0,-5291.0,,,,,,,,,,,,,,51.0,,49.0,,,,,73.0,5454.0,,523.0,,,,,,,,,,,1697.0,,,1087.0,2.5,19.0,129.8,77.19,2.64,31.09,9.53,51.51,33.85,23.86,1.45,61.26
Données définitives,2023-05-24,09:30:00,6864.0,343.0,7663.0,90.0,397.0,4728.0,-13.0,105.0,0.0,0.0,0.0,0.0,-6448.0,,,,,,,,,,,,,,2184.0,,0.0,,,,,137.0,2626.0,,172.0,,,,,,,,,,,2148.0,,,546.0,5.0,35.04,111.64,56.47,1.31,12.45,5.78,21.79,68.88,41.46,1.53,54.97
Données définitives,2022-11-09,12:30:00,7741.0,583.0,7340.0,90.0,157.0,3025.0,-333.0,108.0,0.0,0.0,0.0,0.0,-3229.0,,,,,,,,,,,,,,115.0,,1.0,,,,,136.0,2419.0,,328.0,,,,,,,,,,,2349.0,,,983.0,7.53,54.64,94.82,54.09,1.16,13.14,2.03,9.98,39.08,26.39,1.4,56.84
Données temps réel,2025-10-03,22:30:00,6408.0,22.0,8990.0,104.0,0.0,1982.0,-968.0,66.0,0,0,,,-3788.0,,3211,,897,,,,,137,103,,88,,-353,,0,,,,,-19,-3216,,-53,,,,0,,,89,,,,-3083,,,-766,0.34,2.23,140.29,66.25,1.62,14.21,0.0,0.0,30.93,17.31,1.03,32.84
Données définitives,2021-06-04,01:30:00,5644.0,12.0,9289.0,173.0,0.0,3421.0,-5.0,109.0,0,0,0,0,-7354.0,,19,,276,,,,,44,232,,236,,1461,,145,,,,,17,3928,,117,,,,0,,,5,,,,1926,,,570,0.21,1.11,164.58,68.45,3.07,26.13,0.0,0.0,60.61,29.03,1.93,58.29
Données définitives,2021-11-16,03:30:00,7274.0,191.0,11808.0,70.0,0.0,1800.0,-1371.0,122.0,0,0,0,0,-5348.0,,1155,,521,,,,,94,389,,150,,452,,173,,,,,56,5221,,463,,,,0,,,47,,,,796,,,541,2.63,17.56,162.33,87.02,0.96,9.82,0.0,0.0,24.75,15.71,1.68,64.21
Données définitives,2021-07-19,10:00:00,6966.0,48.0,7950.0,132.0,568.0,4299.0,-12.0,123.0,0,0,0,0,-6142.0,,124,,173,,,,,126,89,,50,,1215,,17,,,,,148,3927,,415,,,,0,,,819,,,,1699,,,102,0.69,4.45,114.13,58.59,1.89,19.94,8.15,44.07,61.71,36.48,1.77,65.78
Données définitives,2021-12-09,20:30:00,10303.0,687.0,12183.0,104.0,0.0,3543.0,-5.0,111.0,0,0,0,0,-6321.0,,1011,,503,,,,,218,235,,122,,350,,105,,,,,235,6467,,829,,,,0,,,407,,,,304,,,527,6.67,63.14,118.25,89.78,1.01,14.59,0.0,0.0,34.39,30.92,1.08,58.42
Données consolidées,2024-10-26,04:00:00,5021.0,11.0,10313.0,184.0,0.0,2709.0,-1688.0,130.0,0.0,0.0,0.0,0.0,-6639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,1.1,205.4,76.0,3.66,24.83,0.0,0.0,53.95,23.76,2.59,68.78
Données temps réel,2025-09-06,07:30:00,5050.0,27.0,8722.0,99.0,71.0,2028.0,-316.0,81.0,-5,0,,,-5658.0,,966,,597,,,,,144,194,,83,,-1022,,0,,,,,-12,-2999,,-31,,,,0,,,227,,,,-2506,,,-515,0.53,2.74,172.71,64.27,1.96,13.52,1.41,2.15,40.16,17.71,1.6,40.3
Données définitives,2021-05-17,15:30:00,7196.0,12.0,10619.0,239.0,604.0,3643.0,-963.0,120.0,0,0,0,0,-7076.0,,753,,299,,,,,42,429,,238,,1258,,2,,,,,101,3439,,128,,,,0,,,4,,,,2484,,,1429,0.17,1.11,147.57,78.25,3.32,38.74,8.39,47.56,50.63,30.91,1.67,64.17
Données définitives,2021-06-01,08:00:00,6784.0,12.0,9603.0,168.0,165.0,4175.0,-6.0,111.0,0,0,0,0,-7445.0,,47,,163,,,,,48,446,,332,,2440,,215,,,,,27,4241,,143,,,,0,,,377,,,,1349,,,444,0.18,1.11,141.55,70.77,2.48,25.38,2.43,12.8,61.54,35.42,1.64,59.36
Données définitives,2023-01-11,12:00:00,9212.0,167.0,13513.0,203.0,179.0,4429.0,-13.0,100.0,0.0,0.0,0.0,0.0,-9366.0,,,,,,,,,,,,,,1768.0,,0.0,,,,,217.0,4828.0,,335.0,,,,,,,,,,,3180.0,,,1437.0,1.81,17.06,146.69,99.58,2.2,28.08,1.94,9.82,48.08,38.84,1.09,52.36
Données définitives,2023-10-31,03:30:00,5584.0,11.0,8640.0,248.0,0.0,2997.0,-1456.0,108.0,0.0,0.0,0.0,0.0,-4964.0,,,,,,,,,,,,,,825.0,,3.0,,,,,38.0,2733.0,,113.0,,,,,,,,,,,1865.0,,,1010.0,0.2,1.09,154.73,63.67,4.44,34.25,0.0,0.0,53.67,26.28,1.93,57.45
Données définitives,2021-02-16,02:30:00,8962.0,242.0,9794.0,230.0,0.0,3223.0,-41.0,122.0,0,0,0,0,-4607.0,,1898,,1285,,,,,38,564,,251,,958,,1,,,,,104,2819,,249,,,,0,,,7,,,,2792,,,1728,2.7,22.47,109.28,72.17,2.57,41.14,0.0,0.0,35.96,27.33,1.36,65.24
Données définitives,2021-10-30,09:00:00,6679.0,34.0,11398.0,557.0,5.0,1210.0,-1036.0,127.0,0,0,0,0,-5616.0,,1581,,734,,,,,68,331,,154,,665,,0,,,,,48,3813,,374,,,,0,,,3,,,,2233,,,1353,0.51,3.13,170.65,83.99,8.34,78.12,0.07,0.36,18.12,10.57,1.9,66.84
Données consolidées,2024-02-16,21:00:00,8276.0,138.0,10078.0,164.0,0.0,5714.0,-13.0,131.0,0.0,0.0,0.0,0.0,-7935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,13.79,121.77,74.27,1.98,22.13,0.0,0.0,69.04,50.12,1.58,69.31
Données temps réel,2025-09-06,22:30:00,5614.0,27.0,9088.0,229.0,0.0,3537.0,-316.0,80.0,0,0,,,-7030.0,,1385,,469,,,,,119,163,,82,,-1104,,0,,,,,-20,-3150,,-88,,,,0,,,0,,,,-3186,,,-872,0.48,2.74,161.88,66.97,4.08,31.28,0.0,0.0,63.0,30.89,1.43,39.8
Données consolidées,2024-01-19,07:00:00,9364.0,152.0,9821.0,161.0,0.0,4915.0,-15.0,117.0,0.0,0.0,0.0,0.0,-5786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,15.18,104.88,72.37,1.72,21.73,0.0,0.0,52.49,43.11,1.25,61.9
Données définitives,2023-01-01,19:00:00,6537.0,158.0,8485.0,512.0,0.0,5076.0,-22.0,113.0,0.0,0.0,0.0,0.0,-7784.0,,,,,,,,,,,,,,1103.0,,45.0,,,,,193.0,3562.0,,494.0,,,,,,,,,,,2069.0,,,1296.0,2.42,16.14,129.8,62.53,7.83,70.82,0.0,0.0,77.65,44.51,1.73,59.16
Données consolidées,2024-01-06,16:30:00,8124.0,560.0,10431.0,374.0,49.0,3651.0,-622.0,120.0,0.0,0.0,0.0,0.0,-6439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,55.94,128.4,76.87,4.6,50.47,0.6,2.19,44.94,32.02,1.48,63.49
Données définitives,2023-06-26,03:30:00,4948.0,6.0,8301.0,118.0,0.0,3440.0,-893.0,121.0,0.0,0.0,0.0,0.0,-6145.0,,,,,,,,,,,,,,1069.0,,0.0,,,,,28.0,3330.0,,227.0,,,,,,,,,,,2038.0,,,1279.0,0.12,0.61,167.76,61.17,2.38,16.32,0.0,0.0,69.52,30.17,2.45,63.35
Données consolidées,2024-09-24,15:30:00,6900.0,8.0,7042.0,150.0,915.0,1895.0,-582.0,114.0,0.0,0.0,0.0,0.0,-2641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.8,102.06,51.89,2.17,20.24,13.26,40.98,27.46,16.62,1.65,60.32
Données consolidées,2024-07-22,00:30:00,5509.0,11.0,10707.0,231.0,0.0,3667.0,-134.0,103.0,0.0,0.0,0.0,0.0,-9077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.1,194.35,78.9,4.19,31.17,0.0,0.0,66.56,32.16,1.87,54.5
Données consolidées,2024-12-20,06:30:00,8418.0,120.0,12382.0,412.0,0.0,3284.0,-351.0,92.0,0.0,0.0,0.0,0.0,-7521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,12.08,147.09,91.25,4.89,56.28,0.0,0.0,39.01,28.7,1.09,45.77
Données définitives,2022-01-13,13:00:00,11667.0,646.0,12663.0,47.0,670.0,3296.0,-3.0,118.0,0.0,0.0,0.0,0.0,-5770.0,,,,,,,,,,,,,,1201.0,,232.0,,,,,168.0,4993.0,,363.0,,,,,,,,,,,661.0,,,394.0,5.54,60.77,108.54,93.32,0.4,6.86,5.74,44.88,28.25,28.78,1.01,61.78
Données définitives,2021-10-19,01:30:00,6445.0,238.0,10403.0,72.0,0.0,1432.0,-244.0,91.0,0,0,0,0,-5546.0,,1973,,808,,,,,123,108,,257,,218,,27,,,,,12,4365,,690,,,,0,,,3,,,,2371,,,1135,3.69,21.94,161.41,76.66,1.12,10.1,0.0,0.0,22.22,12.5,1.41,47.89
Données définitives,2023-01-14,15:30:00,7635.0,176.0,9449.0,284.0,155.0,2601.0,-1675.0,112.0,0.0,0.0,0.0,0.0,-3467.0,,,,,,,,,,,,,,181.0,,0.0,,,,,81.0,3742.0,,453.0,,,,,,,,,,,2044.0,,,1369.0,2.31,17.98,123.76,69.63,3.72,39.28,2.03,8.51,34.07,22.81,1.47,58.64
Données définitives,2022-04-13,00:30:00,6862.0,419.0,8813.0,268.0,0.0,3657.0,-3.0,102.0,0.0,0.0,0.0,0.0,-6393.0,,,,,,,,,,,,,,518.0,,265.0,,,,,91.0,5258.0,,345.0,,,,,,,,,,,1371.0,,,156.0,6.11,39.87,128.43,64.94,3.91,37.48,0.0,0.0,53.29,32.53,1.49,47.0
Données définitives,2021-07-17,22:00:00,5506.0,10.0,9361.0,362.0,0.0,4611.0,-22.0,129.0,0,0,0,0,-8946.0,,139,,117,,,,,158,115,,58,,1158,,181,,,,,232,5514,,490,,,,0,,,427,,,,2189,,,196,0.18,0.93,170.01,68.98,6.57,54.68,0.0,0.0,83.75,39.12,2.34,68.98
Données définitives,2022-01-20,03:00:00,9799.0,654.0,12386.0,162.0,0.0,2177.0,-1741.0,114.0,0.0,0.0,0.0,0.0,-3953.0,,,,,,,,,,,,,,342.0,,0.0,,,,,36.0,4615.0,,650.0,,,,,,,,,,,1182.0,,,778.0,6.67,61.52,126.4,91.27,1.65,23.65,0.0,0.0,22.22,19.01,1.16,59.69
Données définitives,2021-02-03,19:30:00,9031.0,254.0,10436.0,226.0,0.0,4952.0,-8.0,118.0,0,0,0,0,-6946.0,,1574,,329,,,,,178,255,,94,,86,,1,,,,,177,5974,,554,,,,0,,,429,,,,2525,,,488,2.81,23.58,115.56,76.9,2.5,40.43,0.0,0.0,54.83,41.99,1.31,63.1
Données définitives,2022-07-12,12:30:00,7721.0,358.0,8140.0,61.0,1208.0,1874.0,-12.0,109.0,0.0,0.0,0.0,0.0,-4016.0,,,,,,,,,,,,,,712.0,,258.0,,,,,41.0,3307.0,,331.0,,,,,,,,,,,1223.0,,,183.0,4.64,33.55,105.43,59.99,0.79,8.91,15.65,76.8,24.27,16.35,1.41,57.37
Données consolidées,2024-09-14,04:30:00,5160.0,10.0,7557.0,391.0,0.0,1750.0,-1302.0,131.0,0.0,0.0,0.0,0.0,-3377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.0,146.45,55.69,7.58,52.77,0.0,0.0,33.91,15.35,2.54,69.31
Données temps réel,2025-10-14,20:00:00,7495.0,428.0,7443.0,97.0,13.0,4160.0,0.0,66.0,0,0,,,-4711.0,,282,,787,,,,,20,211,,262,,-1168,,0,,,,,-178,-2331,,-26,,,,0,,,873,,,,-2215,,,-543,5.71,43.54,99.31,54.85,1.29,13.25,0.17,0.38,55.5,36.34,0.88,34.92
Données consolidées,2024-01-29,20:30:00,8325.0,356.0,9853.0,328.0,0.0,6081.0,-13.0,128.0,0.0,0.0,0.0,0.0,-8408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,35.56,118.35,72.61,3.94,44.26,0.0,0.0,73.05,53.34,1.54,67.72
Données consolidées,2024-09-07,19:00:00,5825.0,9.0,7108.0,236.0,108.0,2820.0,-13.0,130.0,0.0,0.0,0.0,0.0,-4575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.9,122.03,52.38,4.05,31.85,1.85,4.84,48.41,24.73,2.23,68.78
Données définitives,2023-03-30,14:30:00,7500.0,118.0,11437.0,162.0,895.0,1929.0,-1144.0,116.0,0.0,0.0,0.0,0.0,-6013.0,,,,,,,,,,,,,,564.0,,0.0,,,,,70.0,3337.0,,247.0,,,,,,,,,,,2857.0,,,1767.0,1.57,12.05,152.49,84.28,2.16,22.41,11.93,49.12,25.72,16.92,1.55,60.73
Données consolidées,2024-02-03,10:30:00,8190.0,139.0,10588.0,153.0,618.0,4137.0,-986.0,127.0,0.0,0.0,0.0,0.0,-6585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,13.89,129.28,78.03,1.87,20.65,7.55,27.68,50.51,36.29,1.55,67.2
Données définitives,2023-09-01,15:00:00,6941.0,13.0,7899.0,87.0,1503.0,2237.0,-1220.0,116.0,0.0,0.0,0.0,0.0,-3694.0,,,,,,,,,,,,,,655.0,,0.0,,,,,156.0,1625.0,,158.0,,,,,,,,,,,1988.0,,,877.0,0.19,1.29,113.8,58.21,1.25,12.02,21.65,70.96,32.23,19.62,1.67,61.7
